Date,Ordered Product Sales,Ordered Product Sales - B2B,Units Ordered,Units Ordered - B2B,Total Order Items,Total Order Items - B2B,Average Sales per Order Item,Average Sales per Order Item - B2B,Average Units per Order Item,Average Units per Order Item - B2B,Average Selling Price,Average Selling Price - B2B,Page Views - Mobile App,Page Views - Mobile APP - B2B,Page Views - Browser,Page Views - Browser - B2B,Page Views - Total,Page Views - Total - B2B,Sessions - Mobile App,Sessions - Mobile APP - B2B,Sessions - Browser,Sessions - Browser - B2B,Sessions - Total,Sessions - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Order Item Session Percentage,Order Item Session Percentage - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Average Offer Count,Average Parent Items,Units Refunded,Units Refunded – B2B,Refund Rate,Refund Rate – B2B,Feedback Received,Feedback Received – B2B,Negative Feedback Received,Negative Feedback Received – B2B,Received Negative Feedback Rate,Received Negative Feedback Rate – B2B,A-to-z Claims Granted,Claims Amount,A-to-z Claims Granted - B2B,Claims Amount - B2B,Shipped Product Sales,Shipped Product Sales - B2B,Units Shipped,Units Shipped - B2B,Orders Shipped,Orders Shipped - B2B
05/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,62,0,17,0,79,0,45,0,16,0,61,0,1.45%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
06/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,72,2,16,1,88,3,56,1,15,1,71,2,2.38%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
07/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,55,0,36,0,91,0,41,0,15,0,56,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
08/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,63,1,10,0,73,1,49,1,9,0,58,1,1.54%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
09/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,64,0,14,0,78,0,53,0,12,0,65,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
10/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,55,0,17,0,72,0,42,0,12,0,54,0,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
11/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,53,0,16,0,69,0,36,0,12,0,48,0,6.45%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
12/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,92,0,16,0,108,0,47,0,13,0,60,0,2.17%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
13/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,56,1,23,2,79,3,36,1,14,1,50,2,1.43%,0.00%,0.00%,0.00%,0.00%,0.00%,49,49,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
14/01/26,"₹1,933.00",₹0.00,1,0,1,0,"₹1,933.00",₹0.00,1.00,0.00,"₹1,933.00",₹0.00,48,7,16,0,64,7,33,2,10,0,43,2,1.79%,0.00%,2.33%,0.00%,2.33%,0.00%,48,48,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
15/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,55,0,28,1,83,1,38,0,14,1,52,1,2.74%,0.00%,0.00%,0.00%,0.00%,0.00%,48,48,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
16/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,48,1,8,0,56,1,39,1,6,0,45,1,1.92%,0.00%,0.00%,0.00%,0.00%,0.00%,47,47,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹1,638.14",₹0.00,1,0,1,0
17/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,59,0,12,0,71,0,48,0,8,0,56,0,1.56%,0.00%,0.00%,0.00%,0.00%,0.00%,47,47,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
18/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,55,2,11,0,66,2,41,1,9,0,50,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,47,47,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
19/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,61,1,12,0,73,1,35,1,11,0,46,1,1.64%,0.00%,0.00%,0.00%,0.00%,0.00%,47,47,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
20/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,50,0,5,0,55,0,34,0,3,0,37,0,2.04%,0.00%,0.00%,0.00%,0.00%,0.00%,47,47,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
21/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,43,0,8,0,51,0,31,0,7,0,38,0,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,47,47,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
22/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,39,1,11,0,50,1,32,1,10,0,42,1,2.13%,0.00%,0.00%,0.00%,0.00%,0.00%,47,47,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
23/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,40,0,8,0,48,0,31,0,4,0,35,0,2.22%,0.00%,0.00%,0.00%,0.00%,0.00%,46,46,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
24/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,117,1,17,0,134,1,83,1,15,0,98,1,95.80%,100.00%,0.00%,0.00%,0.00%,0.00%,46,46,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
25/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,98,0,26,0,124,0,79,0,14,0,93,0,99.07%,0.00%,0.00%,0.00%,0.00%,0.00%,46,46,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
26/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,126,1,30,0,156,1,86,1,21,0,107,1,99.29%,100.00%,0.00%,0.00%,0.00%,0.00%,46,46,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
27/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,120,1,39,0,159,1,81,1,27,0,108,1,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,46,46,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
28/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,153,2,34,1,187,3,102,2,23,1,125,3,99.40%,100.00%,0.00%,0.00%,0.00%,0.00%,46,46,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
29/01/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,254,1,66,0,320,1,198,1,51,0,249,1,98.29%,0.00%,0.00%,0.00%,0.00%,0.00%,148,148,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
30/01/26,"₹7,750.00",₹0.00,4,0,4,0,"₹1,937.50",₹0.00,1.00,0.00,"₹1,937.50",₹0.00,471,4,106,3,577,7,303,4,78,2,381,6,98.60%,100.00%,1.05%,0.00%,1.05%,0.00%,144,144,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹1,439.83",₹0.00,1,0,1,0
31/01/26,"₹1,696.00",₹0.00,1,0,1,0,"₹1,696.00",₹0.00,1.00,0.00,"₹1,696.00",₹0.00,430,3,128,0,558,3,288,3,94,0,382,3,98.95%,100.00%,0.26%,0.00%,0.26%,0.00%,141,141,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹5,127.97",₹0.00,3,0,3,0
01/02/26,"₹3,238.00",₹0.00,1,0,1,0,"₹3,238.00",₹0.00,1.00,0.00,"₹3,238.00",₹0.00,455,6,110,2,565,8,304,2,78,2,382,4,98.17%,100.00%,0.26%,0.00%,0.26%,0.00%,140,140,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
02/02/26,"₹3,598.00",₹0.00,1,0,1,0,"₹3,598.00",₹0.00,1.00,0.00,"₹3,598.00",₹0.00,572,5,130,0,702,5,400,4,100,0,500,4,99.19%,100.00%,0.20%,0.00%,0.20%,0.00%,139,139,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹4,181.36",₹0.00,2,0,2,0
03/02/26,"₹6,387.00",₹0.00,2,0,2,0,"₹3,193.50",₹0.00,1.00,0.00,"₹3,193.50",₹0.00,674,6,151,0,825,6,432,4,115,0,547,4,93.23%,100.00%,0.37%,0.00%,0.37%,0.00%,139,139,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
04/02/26,"₹4,271.00",₹0.00,2,0,2,0,"₹2,135.50",₹0.00,1.00,0.00,"₹2,135.50",₹0.00,550,4,168,0,718,4,389,3,117,0,506,3,97.63%,100.00%,0.40%,0.00%,0.40%,0.00%,131,131,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹9,994.91",₹0.00,4,0,4,0
05/02/26,"₹15,536.20",₹0.00,4,0,4,0,"₹3,884.05",₹0.00,1.00,0.00,"₹3,884.05",₹0.00,601,3,134,1,735,4,401,3,101,1,502,4,96.39%,100.00%,0.80%,0.00%,0.80%,0.00%,172,172,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹8,381.36",₹0.00,2,0,2,0
06/02/26,"₹9,300.60",₹0.00,3,0,3,0,"₹3,100.20",₹0.00,1.00,0.00,"₹3,100.20",₹0.00,582,4,125,0,707,4,404,3,95,0,499,3,98.57%,0.00%,0.60%,0.00%,0.60%,0.00%,169,169,1,0,33.33%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
07/02/26,"₹9,195.80",₹0.00,3,0,3,0,"₹3,065.27",₹0.00,1.00,0.00,"₹3,065.27",₹0.00,641,1,171,3,812,4,417,1,126,2,543,3,98.02%,100.00%,0.55%,0.00%,0.55%,0.00%,169,169,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹15,043.52",₹0.00,7,0,7,0
08/02/26,"₹1,886.00",₹0.00,1,0,1,0,"₹1,886.00",₹0.00,1.00,0.00,"₹1,886.00",₹0.00,669,2,159,0,828,2,453,2,124,0,577,2,98.89%,100.00%,0.17%,0.00%,0.17%,0.00%,168,168,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
09/02/26,"₹7,428.00",₹0.00,3,0,3,0,"₹2,476.00",₹0.00,1.00,0.00,"₹2,476.00",₹0.00,686,10,210,2,896,12,461,7,140,2,601,9,95.64%,100.00%,0.50%,0.00%,0.50%,0.00%,165,165,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹9,137.97",₹0.00,3,0,3,0
10/02/26,"₹6,909.00",₹0.00,3,0,3,0,"₹2,303.00",₹0.00,1.00,0.00,"₹2,303.00",₹0.00,717,8,181,1,898,9,524,6,144,1,668,7,98.90%,100.00%,0.45%,0.00%,0.45%,0.00%,162,162,1,0,33.33%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
11/02/26,"₹6,722.80",₹0.00,2,0,2,0,"₹3,361.40",₹0.00,1.00,0.00,"₹3,361.40",₹0.00,772,11,160,0,932,11,517,7,117,0,634,7,98.88%,100.00%,0.32%,0.00%,0.32%,0.00%,160,160,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹9,942.38",₹0.00,5,0,5,0
12/02/26,"₹8,925.40",₹0.00,3,0,3,0,"₹2,975.13",₹0.00,1.00,0.00,"₹2,975.13",₹0.00,662,3,180,0,842,3,452,2,127,0,579,2,96.35%,0.00%,0.52%,0.00%,0.52%,0.00%,155,155,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
13/02/26,"₹8,436.00","₹4,272.00",3,1,3,1,"₹2,812.00","₹4,272.00",1.00,1.00,"₹2,812.00","₹4,272.00",571,4,195,1,766,5,407,4,127,1,534,5,99.56%,75.00%,0.56%,20.00%,0.56%,20.00%,152,152,1,0,33.33%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹18,997.63",₹0.00,8,0,8,0
14/02/26,"₹9,409.60",₹0.00,2,0,2,0,"₹4,704.80",₹0.00,1.00,0.00,"₹4,704.80",₹0.00,701,4,183,0,884,4,493,3,134,0,627,3,97.97%,75.00%,0.32%,0.00%,0.32%,0.00%,234,234,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹11,594.58","₹3,620.34",3,1,3,1
15/02/26,"₹23,924.00",₹0.00,4,0,4,0,"₹5,981.00",₹0.00,1.00,0.00,"₹5,981.00",₹0.00,697,1,159,0,856,1,461,1,116,0,577,1,99.46%,0.00%,0.69%,0.00%,0.69%,0.00%,232,232,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
16/02/26,"₹13,349.00","₹1,886.00",5,1,5,1,"₹2,669.80","₹1,886.00",1.00,1.00,"₹2,669.80","₹1,886.00",664,4,165,6,829,10,448,3,129,3,577,6,99.17%,100.00%,0.87%,16.67%,0.87%,16.67%,230,230,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
17/02/26,"₹3,747.00",₹0.00,1,0,1,0,"₹3,747.00",₹0.00,1.00,0.00,"₹3,747.00",₹0.00,659,2,186,0,845,2,478,2,120,0,598,2,99.09%,100.00%,0.17%,0.00%,0.17%,0.00%,228,228,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹34,762.72","₹1,598.31",10,1,10,1
18/02/26,"₹12,334.40",₹0.00,1,0,1,0,"₹12,334.40",₹0.00,1.00,0.00,"₹12,334.40",₹0.00,629,4,163,0,792,4,448,2,113,0,561,2,99.43%,100.00%,0.18%,0.00%,0.18%,0.00%,228,228,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹10,452.88",₹0.00,1,0,1,0
19/02/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,563,6,180,0,743,6,432,4,138,0,570,4,99.85%,100.00%,0.00%,0.00%,0.00%,0.00%,228,228,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
20/02/26,"₹8,692.80",₹0.00,2,0,2,0,"₹4,346.40",₹0.00,1.00,0.00,"₹4,346.40",₹0.00,595,6,181,2,776,8,434,6,137,2,571,8,98.23%,100.00%,0.35%,0.00%,0.35%,0.00%,225,225,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹5,929.49",₹0.00,1,0,1,0
21/02/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,606,2,209,0,815,2,415,2,141,0,556,2,99.44%,100.00%,0.00%,0.00%,0.00%,0.00%,224,224,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
22/02/26,"₹3,772.00",₹0.00,2,0,2,0,"₹1,886.00",₹0.00,1.00,0.00,"₹1,886.00",₹0.00,686,4,162,0,848,4,466,4,132,0,598,4,99.18%,100.00%,0.33%,0.00%,0.33%,0.00%,224,224,2,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
23/02/26,"₹3,301.40",₹0.00,2,0,2,0,"₹1,650.70",₹0.00,1.00,0.00,"₹1,650.70",₹0.00,654,7,206,0,860,7,455,5,168,0,623,5,98.94%,100.00%,0.32%,0.00%,0.32%,0.00%,222,222,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
24/02/26,"₹2,462.00",₹0.00,1,0,1,0,"₹2,462.00",₹0.00,1.00,0.00,"₹2,462.00",₹0.00,664,6,184,0,848,6,467,5,137,0,604,5,98.66%,100.00%,0.17%,0.00%,0.17%,0.00%,220,220,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹7,431.71",₹0.00,5,0,5,0
25/02/26,"₹4,832.00",₹0.00,2,0,2,0,"₹2,416.00",₹0.00,1.00,0.00,"₹2,416.00",₹0.00,607,6,182,1,789,7,417,5,145,1,562,6,99.56%,100.00%,0.36%,0.00%,0.36%,0.00%,219,219,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
26/02/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,537,6,194,0,731,6,392,3,159,0,551,3,88.16%,100.00%,0.00%,0.00%,0.00%,0.00%,219,219,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
27/02/26,"₹6,159.00",₹0.00,2,0,2,0,"₹3,079.50",₹0.00,1.00,0.00,"₹3,079.50",₹0.00,432,1,80,0,512,1,270,1,62,0,332,1,3.39%,0.00%,0.60%,0.00%,0.60%,0.00%,219,219,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹6,181.35",₹0.00,3,0,3,0
28/02/26,"₹6,557.00","₹1,886.00",4,1,4,1,"₹1,639.25","₹1,886.00",1.00,1.00,"₹1,639.25","₹1,886.00",391,6,78,0,469,6,275,5,56,0,331,5,3.30%,0.00%,1.21%,20.00%,1.21%,20.00%,219,219,3,0,75.00%,0.00%,1,0,1,0,100.00%,0.00%,0,₹0.00,0,₹0.00,"₹6,827.97",₹0.00,3,0,3,0
01/03/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,359,1,63,0,422,1,239,1,50,0,289,1,2.80%,0.00%,0.00%,0.00%,0.00%,0.00%,219,219,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
02/03/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,325,1,88,0,413,1,232,1,70,0,302,1,3.28%,0.00%,0.00%,0.00%,0.00%,0.00%,219,219,2,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
03/03/26,"₹4,103.00",₹0.00,2,0,2,0,"₹2,051.50",₹0.00,1.00,0.00,"₹2,051.50",₹0.00,367,3,98,0,465,3,242,2,76,0,318,2,4.81%,0.00%,0.63%,0.00%,0.63%,0.00%,219,219,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹7,462.33","₹1,598.31",5,1,5,1
04/03/26,"₹2,736.00",₹0.00,1,0,1,0,"₹2,736.00",₹0.00,1.00,0.00,"₹2,736.00",₹0.00,388,9,77,0,465,9,272,6,47,0,319,6,0.99%,0.00%,0.31%,0.00%,0.31%,0.00%,218,218,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
05/03/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,353,2,97,0,450,2,261,1,75,0,336,1,30.12%,0.00%,0.00%,0.00%,0.00%,0.00%,218,218,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹2,318.64",₹0.00,1,0,1,0
06/03/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,598,3,176,1,774,4,435,3,116,1,551,4,99.26%,100.00%,0.00%,0.00%,0.00%,0.00%,218,218,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
07/03/26,"₹2,884.00",₹0.00,1,0,1,0,"₹2,884.00",₹0.00,1.00,0.00,"₹2,884.00",₹0.00,613,3,219,0,832,3,422,3,150,0,572,3,99.73%,100.00%,0.17%,0.00%,0.17%,0.00%,215,215,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
08/03/26,"₹3,747.00",₹0.00,1,0,1,0,"₹3,747.00",₹0.00,1.00,0.00,"₹3,747.00",₹0.00,507,2,146,0,653,2,378,2,121,0,499,2,100.00%,100.00%,0.20%,0.00%,0.20%,0.00%,215,215,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
09/03/26,"₹4,884.00",₹0.00,2,0,2,0,"₹2,442.00",₹0.00,1.00,0.00,"₹2,442.00",₹0.00,544,5,176,4,720,9,389,4,141,3,530,7,98.92%,100.00%,0.38%,0.00%,0.38%,0.00%,214,214,4,0,200.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹7,938.13",₹0.00,3,0,3,0
10/03/26,"₹1,699.00",₹0.00,1,0,1,0,"₹1,699.00",₹0.00,1.00,0.00,"₹1,699.00",₹0.00,578,6,198,3,776,9,377,4,147,2,524,6,99.70%,100.00%,0.19%,0.00%,0.19%,0.00%,213,213,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
